-3750.2605,14507.2107,220916,040011,A,28.12,8.44,81.6,0.9,08,1             
-3750.2526,14507.2123,220916,040012,A,29.22,8.33,82.0,1.2,07,1             
-3750.2443,14507.2139,220916,040013,A,29.84,8.39,82.6,1.3,06,1             
-3750.2360,14507.2155,220916,040014,A,30.37,8.50,83.3,1.3,06,1             
-3750.2275,14507.2172,220916,040015,A,30.57,8.45,83.9,1.8,06,1             
-3750.2190,14507.2188,220916,040016,A,31.02,8.64,84.4,1.9,05,1             
-3750.2104,14507.2205,220916,040017,A,31.09,8.96,85.0,1.9,05,1             
-3750.2018,14507.2223,220916,040018,A,30.91,8.93,85.9,1.3,06,1             
-3750.1932,14507.2240,220916,040019,A,30.71,8.65,86.9,1.3,06,1             
-3750.1847,14507.2257,220916,040020,A,30.57,8.52,88.1,1.1,07,1             
-3750.1763,14507.2274,220916,040021,A,30.31,9.38,89.1,1.3,06,1             
-3750.1678,14507.2291,220916,040022,A,30.53,8.50,90.3,1.2,07,1             
-3750.1593,14507.2308,220916,040023,A,30.79,8.39,91.5,1.2,07,1             
-3750.1507,14507.2324,220916,040024,A,31.06,8.31,92.4,1.2,07,1             
-3750.1421,14507.2340,220916,040025,A,31.31,8.36,93.3,1.1,07,1             
-3750.1334,14507.2356,220916,040026,A,31.40,8.61,94.5,1.1,07,1             
-3750.1247,14507.2372,220916,040027,A,31.39,8.67,95.2,1.3,06,1             
-3750.1161,14507.2389,220916,040028,A,31.50,8.73,96.0,1.3,06,1             
-3750.1074,14507.2406,220916,040029,A,31.60,9.00,96.8,1.3,06,1             
-3750.0987,14507.2423,220916,040030,A,31.65,9.05,97.3,1.3,06,1             
-3750.0900,14507.2441,220916,040031,A,31.67,8.90,98.1,1.2,07,1             
-3750.0813,14507.2457,220916,040032,A,31.78,8.71,99.0,1.2,07,1             
-3750.0725,14507.2474,220916,040033,A,32.06,7.99,99.9,1.2,07,1             
-3750.0637,14507.2490,220916,040034,A,32.13,8.08,100.7,1.2,07,1            
-3750.0548,14507.2506,220916,040035,A,32.19,8.20,101.6,1.3,06,1            
-3750.0459,14507.2521,220916,040036,A,32.33,7.98,102.2,1.3,06,1            
-3750.0369,14507.2537,220916,040037,A,32.50,8.07,103.0,1.1,07,1            
-3750.0279,14507.2553,220916,040038,A,32.69,8.06,103.7,1.1,07,1            
