-3750.4966,14504.1084,010816,231055,A,28.17,138.24,57.5,1.1,08,1           
-3750.5024,14504.1149,010816,231056,A,27.65,138.13,57.0,1.1,08,1           
-3750.5081,14504.1213,010816,231057,A,27.08,137.97,56.6,1.1,08,1           
-3750.5137,14504.1277,010816,231058,A,26.79,137.88,56.2,1.1,08,1           
-3750.5192,14504.1339,010816,231059,A,25.90,137.91,55.8,1.3,07,1           
-3750.5243,14504.1397,010816,231100,A,23.62,137.80,55.4,1.6,06,1           
-3750.5288,14504.1448,010816,231101,A,19.94,137.74,55.1,1.6,06,1           
-3750.5325,14504.1491,010816,231102,A,16.37,137.57,54.8,1.6,06,1           
-3750.5356,14504.1526,010816,231103,A,13.33,137.98,54.7,1.3,07,1           
-3750.5381,14504.1555,010816,231104,A,11.30,138.48,54.6,2.3,06,1           
-3750.5403,14504.1579,010816,231105,A,9.59,138.34,54.4,2.3,06,1            
-3750.5421,14504.1600,010816,231106,A,8.17,138.56,54.2,1.3,07,1            
-3750.5436,14504.1617,010816,231107,A,6.84,138.64,54.0,1.3,07,1            
-3750.5450,14504.1630,010816,231108,A,5.74,146.48,54.0,2.3,06,1            
-3750.5462,14504.1640,010816,231109,A,4.97,146.26,54.1,2.3,06,1            
-3750.5474,14504.1648,010816,231110,A,4.97,156.49,53.9,2.5,05,1            
-3750.5486,14504.1656,010816,231111,A,5.33,148.05,53.6,2.5,05,1            
-3750.5498,14504.1668,010816,231112,A,5.85,142.49,53.4,2.3,06,1            
-3750.5513,14504.1679,010816,231113,A,6.69,151.87,53.2,1.3,07,1            
-3750.5533,14504.1686,010816,231114,A,7.95,170.16,53.1,1.3,07,1            
-3750.5558,14504.1687,010816,231115,A,10.02,183.89,52.9,1.3,07,1           
-3750.5589,14504.1682,010816,231116,A,12.75,188.13,52.7,1.6,06,1           
-3750.5630,14504.1675,010816,231117,A,16.00,188.19,52.5,1.5,07,1           
-3750.5678,14504.1665,010816,231118,A,18.91,188.21,52.3,1.5,07,1           
-3750.5735,14504.1654,010816,231119,A,21.61,188.65,52.1,1.5,07,1           
-3750.5796,14504.1642,010816,231120,A,22.18,189.40,51.9,1.5,07,1           
-3750.5858,14504.1628,010816,231121,A,22.99,190.03,51.7,1.5,07,1           
-3750.5922,14504.1613,010816,231122,A,23.15,189.82,51.6,1.5,07,1           
-3750.5985,14504.1600,010816,231123,A,22.74,188.62,51.4,1.5,07,1           
-3750.6048,14504.1588,010816,231124,A,22.39,188.13,51.3,1.5,07,1           
-3750.6110,14504.1576,010816,231125,A,22.31,188.69,51.3,1.5,07,1           
-3750.6172,14504.1563,010816,231126,A,22.72,188.69,51.5,1.5,07,1           
-3750.6236,14504.1551,010816,231127,A,23.52,188.08,51.8,1.6,06,1           
-3750.6303,14504.1539,010816,231128,A,24.72,187.79,52.1,2.5,05,1           
-3750.6372,14504.1527,010816,231129,A,25.59,187.83,52.5,2.5,05,1           
-3750.6443,14504.1515,010816,231130,A,26.06,187.89,52.9,2.5,05,1           
-3750.6517,14504.1501,010816,231131,A,26.89,188.04,53.6,2.5,05,1           
-3750.6592,14504.1487,010816,231132,A,27.45,188.54,54.1,2.5,05,1           
-3750.6667,14504.1473,010816,231133,A,27.41,189.01,54.8,2.5,05,1           
-3750.6741,14504.1458,010816,231134,A,26.54,188.78,55.4,2.5,05,1           
-3750.6814,14504.1444,010816,231135,A,26.45,188.76,56.1,2.5,05,1           
-3750.6887,14504.1430,010816,231136,A,26.54,188.70,56.7,2.5,05,1           
-3750.6961,14504.1415,010816,231137,A,26.78,188.56,57.4,1.6,06,1           
-3750.7035,14504.1401,010816,231138,A,26.54,188.39,58.0,1.6,06,1           
-3750.7107,14504.1388,010816,231139,A,25.77,188.07,58.7,1.6,06,1           
-3750.7178,14504.1375,010816,231140,A,25.64,188.21,59.3,2.5,05,1           
-3750.7248,14504.1362,010816,231141,A,25.28,188.19,59.9,2.5,05,1           
-3750.7318,14504.1350,010816,231142,A,25.23,188.65,60.5,2.5,05,1           
-3750.7387,14504.1336,010816,231143,A,25.09,188.72,61.1,2.5,05,1           
-3750.7456,14504.1323,010816,231144,A,24.70,188.57,61.7,2.5,05,1           
-3750.7524,14504.1310,010816,231145,A,24.88,189.27,62.3,10.9,04,1          
-3750.7592,14504.1296,010816,231146,A,24.65,189.18,62.9,2.5,05,1           
-3750.7660,14504.1282,010816,231147,A,24.65,188.74,63.5,1.6,06,1           
-3750.7728,14504.1269,010816,231148,A,24.32,188.48,64.0,1.6,06,1           
-3750.7795,14504.1256,010816,231149,A,23.99,188.90,64.4,1.6,06,1           
-3750.7861,14504.1242,010816,231150,A,23.90,189.46,64.6,1.6,06,1           
-3750.7927,14504.1228,010816,231151,A,23.80,189.79,64.9,1.6,06,1           
-3750.7992,14504.1214,010816,231152,A,23.09,189.71,65.0,1.6,06,1           
-3750.8054,14504.1200,010816,231153,A,21.83,189.63,65.2,1.6,06,1           
-3750.8112,14504.1188,010816,231154,A,20.43,189.91,65.2,1.6,06,1           
-3750.8165,14504.1177,010816,231155,A,18.73,190.18,65.1,1.6,06,1           
-3750.8213,14504.1166,010816,231156,A,16.24,189.79,65.0,1.6,06,1           
-3750.8253,14504.1158,010816,231157,A,13.54,189.16,64.8,1.6,06,1           
-3750.8286,14504.1152,010816,231158,A,10.79,189.16,64.5,1.6,06,1           
-3750.8311,14504.1147,010816,231159,A,8.16,189.29,64.4,1.6,06,1            
-3750.8329,14504.1143,010816,231200,A,5.65,189.41,64.2,1.6,06,1            
-3750.8341,14504.1141,010816,231201,A,3.37,189.65,64.1,1.6,06,1            
-3750.8347,14504.1140,010816,231202,A,1.57,189.97,64.0,1.6,06,1            
-3750.8348,14504.1140,010816,231203,A,0.24,191.63,64.0,1.6,06,1            
-3750.8348,14504.1140,010816,231204,A,0.03,324.70,64.0,1.6,06,1            
-3750.8347,14504.1140,010816,231205,A,0.05,352.50,64.0,1.6,06,1            
-3750.8346,14504.1140,010816,231206,A,0.05,349.19,64.0,1.6,06,1            
-3750.8346,14504.1141,010816,231207,A,0.04,334.27,64.0,1.6,06,1            
-3750.8345,14504.1141,010816,231208,A,0.04,331.01,64.0,1.6,06,1            
-3750.8344,14504.1141,010816,231209,A,0.05,334.70,64.0,1.6,06,1            
-3750.8344,14504.1141,010816,231210,A,0.05,339.32,64.0,1.6,06,1            
-3750.8343,14504.1141,010816,231211,A,0.05,323.39,64.0,1.6,06,1            
-3750.8342,14504.1141,010816,231212,A,0.06,337.47,64.0,1.6,06,1            
-3750.8342,14504.1142,010816,231213,A,0.04,333.94,64.0,1.6,06,1            
-3750.8341,14504.1142,010816,231214,A,0.06,342.22,64.0,1.6,06,1            
-3750.8341,14504.1142,010816,231215,A,0.05,321.38,64.0,1.6,06,1            
-3750.8340,14504.1142,010816,231216,A,0.05,334.27,64.0,1.6,06,1            
-3750.8340,14504.1142,010816,231217,A,0.05,330.19,64.0,1.6,06,1            
-3750.8339,14504.1142,010816,231218,A,0.06,338.30,64.0,1.6,06,1            
-3750.8339,14504.1142,010816,231219,A,0.04,305.82,64.0,1.6,06,1            
-3750.8339,14504.1142,010816,231220,A,0.05,310.35,64.0,1.6,06,1            
-3750.8338,14504.1142,010816,231221,A,0.04,306.01,64.0,1.6,06,1            
-3750.8338,14504.1142,010816,231222,A,0.04,310.21,64.0,1.6,06,1            
-3750.8338,14504.1142,010816,231223,A,0.04,299.02,64.0,1.6,06,1            
-3750.8337,14504.1142,010816,231224,A,0.04,288.83,63.9,1.6,06,1            
-3750.8337,14504.1142,010816,231225,A,0.04,297.94,63.9,1.6,06,1            
-3750.8337,14504.1141,010816,231226,A,0.16,205.64,63.9,1.6,06,1            
-3750.8338,14504.1141,010816,231227,A,0.92,191.14,63.9,1.6,06,1            
-3750.8344,14504.1140,010816,231228,A,3.03,189.75,63.9,1.6,06,1            
-3750.8354,14504.1138,010816,231229,A,4.23,189.27,63.8,1.6,06,1            
-3750.8365,14504.1135,010816,231230,A,4.08,189.94,63.7,1.6,06,1            
-3750.8374,14504.1133,010816,231231,A,2.72,190.25,63.6,1.6,06,1            
-3750.8379,14504.1132,010816,231232,A,1.41,190.83,63.6,1.6,06,1            
-3750.8381,14504.1132,010816,231233,A,0.19,197.75,63.6,1.6,06,1            
-3750.8381,14504.1132,010816,231234,A,0.03,338.59,63.5,1.6,06,1            
-3750.8381,14504.1132,010816,231235,A,0.05,349.35,63.5,1.6,06,1            
-3750.8381,14504.1132,010816,231236,A,0.04,256.88,63.5,1.6,06,1            
-3750.8381,14504.1131,010816,231237,A,0.42,192.74,63.5,1.6,06,1            
-3750.8385,14504.1130,010816,231238,A,2.44,196.61,63.5,1.6,06,1            
-3750.8394,14504.1122,010816,231239,A,5.76,220.56,63.5,1.2,07,1            
-3750.8405,14504.1101,010816,231240,A,8.81,247.27,63.4,1.1,08,1            
-3750.8412,14504.1065,010816,231241,A,12.11,263.89,63.4,1.1,08,1           
-3750.8413,14504.1017,010816,231242,A,14.72,272.22,63.6,1.2,07,1           
-3750.8410,14504.0964,010816,231243,A,15.31,274.94,63.7,2.5,06,1           
-3750.8406,14504.0904,010816,231244,A,18.51,276.65,63.9,2.5,06,1           
-3750.8399,14504.0832,010816,231245,A,22.07,276.99,64.1,2.5,06,1           
-3750.8391,14504.0750,010816,231246,A,24.63,277.62,64.2,2.5,06,1           
-3750.8382,14504.0663,010816,231247,A,24.98,278.15,64.3,2.5,05,1           
-3750.8370,14504.0572,010816,231248,A,26.78,278.37,64.3,2.5,05,1           
-3750.8360,14504.0476,010816,231249,A,27.72,277.94,64.2,1.5,07,1           
-3750.8348,14504.0379,010816,231250,A,27.81,278.55,64.1,1.5,07,1           
-3750.8336,14504.0283,010816,231251,A,27.22,278.76,63.9,1.5,07,1           
-3750.8325,14504.0190,010816,231252,A,26.11,278.77,63.8,1.5,07,1           
-3750.8314,14504.0099,010816,231253,A,25.55,278.24,63.6,1.5,07,1           
-3750.8304,14504.0012,010816,231254,A,24.79,278.07,63.4,1.6,06,1           
-3750.8294,14503.9927,010816,231255,A,23.72,278.24,63.3,1.6,06,1           
-3750.8284,14503.9846,010816,231256,A,22.99,278.57,63.1,1.7,05,1           
-3750.8275,14503.9766,010816,231257,A,22.70,278.66,62.9,1.6,06,1           
-3750.8265,14503.9687,010816,231258,A,22.73,278.07,62.7,1.6,06,1           
-3750.8256,14503.9608,010816,231259,A,22.47,278.15,62.5,1.6,06,1           
-3750.8248,14503.9531,010816,231300,A,21.73,277.82,62.2,1.6,06,1           
-3750.8240,14503.9457,010816,231301,A,20.82,277.63,62.1,1.5,06,1           
-3750.8232,14503.9388,010816,231302,A,18.94,279.75,62.3,1.2,07,1           
-3750.8224,14503.9325,010816,231303,A,17.07,277.54,62.1,1.2,07,1           
-3750.8218,14503.9271,010816,231304,A,14.20,277.75,62.1,1.5,06,1           
-3750.8213,14503.9225,010816,231305,A,12.34,276.98,62.0,1.5,06,1           
-3750.8209,14503.9185,010816,231306,A,10.67,278.14,62.0,1.2,07,1           
-3750.8205,14503.9150,010816,231307,A,9.42,277.86,61.9,1.2,07,1            
-3750.8202,14503.9120,010816,231308,A,7.80,276.82,61.9,1.5,06,1            
-3750.8200,14503.9096,010816,231309,A,6.25,277.75,61.9,1.5,06,1            
-3750.8197,14503.9077,010816,231310,A,4.83,280.97,61.7,1.5,06,1            
-3750.8195,14503.9063,010816,231311,A,3.62,278.64,61.5,1.5,06,1            
-3750.8194,14503.9052,010816,231312,A,2.54,277.37,61.5,1.5,06,1            
-3750.8193,14503.9047,010816,231313,A,0.78,280.64,61.5,1.6,05,1            
-3750.8192,14503.9046,010816,231314,A,0.03,328.71,61.5,1.5,06,1            
-3750.8192,14503.9046,010816,231315,A,0.02,354.32,61.6,1.2,07,1            
-3750.8192,14503.9046,010816,231316,A,0.01,353.10,61.6,1.2,07,1            
-3750.8191,14503.9046,010816,231317,A,0.05,0.09,61.6,2.4,06,1              
-3750.8191,14503.9046,010816,231318,A,0.07,357.73,61.7,2.4,06,1            
-3750.8191,14503.9046,010816,231319,A,0.09,3.57,61.7,2.4,06,1              
-3750.8190,14503.9047,010816,231320,A,0.08,6.20,61.7,2.4,06,1              
-3750.8190,14503.9047,010816,231321,A,0.08,0.26,61.7,2.4,06,1              
-3750.8189,14503.9047,010816,231322,A,0.09,7.83,61.7,2.4,06,1              
